,Genotype,BLUEs,ExperimentalSite,IRDNC_ID
1038,Genotype1038,3428.037791,MMKyaukse,IRD10340
1039,Genotype1039,2754.96447,BDLalpur,IRD10340
1040,Genotype1040,4212.697256,IRRICT,IRD10340
1041,Genotype1041,2254.704228,IRRIHNT,IRD10825
1042,Genotype1042,4341.252643,MMPangkone,IRD10825
1043,Genotype1043,2058.008721,MMKyaukse,IRD10825
1044,Genotype1044,1137.462731,BDTanore,IRD10825
1045,Genotype1045,1534.74806,IRRICT,IRD10825
1046,Genotype1046,2841.746262,MMYezin,IRD10825
1047,Genotype1047,1571.434109,BDLalpur,IRD10825
1048,Genotype1048,2291.133721,MMPangkone,IRD10456
1049,Genotype1049,2185.408866,MMKyaukse,IRD10456
1050,Genotype1050,2384.389904,IRRIHNT,IRD10456
1051,Genotype1051,1314.102564,BDTanore,IRD10456
1052,Genotype1052,3198.072197,MMYezin,IRD10456
1053,Genotype1053,1566.619572,IRRICT,IRD10456
1054,Genotype1054,1798.908269,BDLalpur,IRD10456
1055,Genotype1055,3346.628995,BDLalpur,IRD10266
1056,Genotype1056,3548.828389,MMYezin,IRD10266
1057,Genotype1057,1737.006114,MMPangkone,IRD10266
1058,Genotype1058,796.5339893,BDTanore,IRD10266
1059,Genotype1059,2044.764359,IRRIHNT,IRD10266
1060,Genotype1060,1086.607964,IRRICT,IRD10266
1061,Genotype1061,2730.155669,MMKyaukse,IRD10266
1062,Genotype1062,2242.695993,IRRIHNT,IRD10803
1063,Genotype1063,2383.916597,IRRICT,IRD10803
1064,Genotype1064,2380.523256,MMPangkone,IRD10367
1065,Genotype1065,2612.025827,IRRICT,IRD10367
1066,Genotype1066,2383.208671,MMYezin,IRD10367
1067,Genotype1067,1762.45801,BDLalpur,IRD10367
1068,Genotype1068,2973.008721,MMKyaukse,IRD10367
1069,Genotype1069,1969.594702,IRRIHNT,IRD10367
1070,Genotype1070,784.7122838,BDTanore,IRD10367
1071,Genotype1071,1011.4953,IRRIHNT,IRD10251
1072,Genotype1072,2618.572498,MMKyaukse,IRD10251
1073,Genotype1073,3240.988723,MMYezin,IRD10251
1074,Genotype1074,2684.558228,MMPangkone,IRD10251
1075,Genotype1075,678.1827668,BDTanore,IRD10251
1076,Genotype1076,2030.012031,IRRICT,IRD10251
1077,Genotype1077,2977.302972,BDLalpur,IRD10251
1078,Genotype1078,2742.928545,MMPangkone,IRD10483
1079,Genotype1079,2610.261661,MMYezin,IRD10483
1080,Genotype1080,1486.286049,IRRIHNT,IRD10483
1081,Genotype1081,514.281455,BDTanore,IRD10483
1082,Genotype1082,2155.161205,IRRICT,IRD10483
1083,Genotype1083,1515.527601,MMKyaukse,IRD10483
1084,Genotype1084,3287.622739,BDLalpur,IRD10483
1085,Genotype1085,875.8986425,IRRICT,IRD10978
1086,Genotype1086,1907.17022,IRRIHNT,IRD10978
1087,Genotype1087,2645.510923,MMPangkone,IRD10996
1088,Genotype1088,5920.050153,MMYezin,IRD10996
1089,Genotype1089,4319.829088,IRRIHNT,IRD10996
1090,Genotype1090,544.1711389,BDTanore,IRD10996
1091,Genotype1091,5231.731671,IRRICT,IRD10996
1092,Genotype1092,5663.673568,BDLalpur,IRD10996
1093,Genotype1093,3581.642442,MMKyaukse,IRD10996
1094,Genotype1094,5488.953287,IRRICT,IRD10620
1095,Genotype1095,4832.594365,IRRIHNT,IRD10620
1096,Genotype1096,2552.817733,MMKyaukse,IRD10500
1097,Genotype1097,2620.777348,IRRICT,IRD10500
1098,Genotype1098,2482.171247,IRRIHNT,IRD10500
1099,Genotype1099,3594.111077,MMPangkone,IRD10500
1100,Genotype1100,1195.00323,BDLalpur,IRD10500
1101,Genotype1101,371.2880143,BDTanore,IRD10500
1102,Genotype1102,3423.883026,MMYezin,IRD10500
1103,Genotype1103,3418.453757,IRRICT,IRD10257
1104,Genotype1104,2919.726769,IRRIHNT,IRD10257
1105,Genotype1105,2861.374607,IRRICT,IRD10386
1106,Genotype1106,671.4669052,BDTanore,IRD10386
1107,Genotype1107,2826.955378,IRRIHNT,IRD10386
1108,Genotype1108,2233.569121,BDLalpur,IRD10386
1109,Genotype1109,2690.388246,MMPangkone,IRD10386
1110,Genotype1110,2973.26166,MMYezin,IRD10386
1111,Genotype1111,2468.29782,MMKyaukse,IRD10386
1112,Genotype1112,1700.536222,IRRICT,IRD10555
1113,Genotype1113,3735.786464,MMYezin,IRD10555
1114,Genotype1114,1817.339768,IRRIHNT,IRD10555
1115,Genotype1115,2701.31137,BDLalpur,IRD10555
1116,Genotype1116,1996.669913,MMKyaukse,IRD10555
1117,Genotype1117,1235.286225,BDTanore,IRD10555
1118,Genotype1118,2279.192904,MMPangkone,IRD10555
1119,Genotype1119,1692.66484,IRRICT,IRD10849
1120,Genotype1120,2128.770995,MMYezin,IRD10849
1121,Genotype1121,2392.997416,BDLalpur,IRD10849
1122,Genotype1122,4386.640404,MMKyaukse,IRD10849
1123,Genotype1123,2527.972908,MMPangkone,IRD10849
1124,Genotype1124,1221.423735,IRRIHNT,IRD10849
1125,Genotype1125,1032.036374,BDTanore,IRD10849
1126,Genotype1126,2478.658257,IRRIHNT,IRD10384
1127,Genotype1127,3289.416967,IRRICT,IRD10384
1128,Genotype1128,2604.97739,BDLalpur,IRD10903
1129,Genotype1129,1477.139237,BDTanore,IRD10903
1130,Genotype1130,3159.326548,IRRIHNT,IRD10903
1131,Genotype1131,2581.975728,IRRICT,IRD10903
1132,Genotype1132,1935.135659,MMYezin,IRD10903
1133,Genotype1133,2852.774841,MMPangkone,IRD10903
1134,Genotype1134,3831.031977,MMKyaukse,IRD10903
1135,Genotype1135,6004.21649,IRRIHNT,IRD10425
1136,Genotype1136,2485.884135,IRRICT,IRD10425
1137,Genotype1137,2853.952941,MMPangkone,IRD10775
1138,Genotype1138,782.9904592,BDTanore,IRD10775
1139,Genotype1139,2640.56686,MMKyaukse,IRD10775
1140,Genotype1140,2101.10242,IRRICT,IRD10775
1141,Genotype1141,-236.167491,IRRIHNT,IRD10775
1142,Genotype1142,2937.793928,BDLalpur,IRD10775
1143,Genotype1143,4275.567263,MMYezin,IRD10775
1144,Genotype1144,3900.174964,IRRIHNT,IRD10346
1145,Genotype1145,4100.015563,MMKyaukse,IRD10346
1146,Genotype1146,3526.399772,MMYezin,IRD10346
1147,Genotype1147,4237.100291,MMPangkone,IRD10346
1148,Genotype1148,1156.976744,BDTanore,IRD10346
1149,Genotype1149,3612.027366,IRRICT,IRD10346
1150,Genotype1150,3489.502584,BDLalpur,IRD10346
1151,Genotype1151,2755.318243,IRRICT,IRD10362
1152,Genotype1152,2294.040088,IRRIHNT,IRD10362
1153,Genotype1153,1694.207122,MMKyaukse,IRD10362
1154,Genotype1154,2265.157807,MMPangkone,IRD10362
1155,Genotype1155,637.745975,BDTanore,IRD10362
1156,Genotype1156,4029.27136,MMYezin,IRD10362
1157,Genotype1157,2462.5323,BDLalpur,IRD10362
1158,Genotype1158,2717.497154,IRRICT,IRD10235
1159,Genotype1159,1976.92221,IRRIHNT,IRD10235
1160,Genotype1160,1371.306444,IRRICT,IRD10629
1161,Genotype1161,2022.919123,MMYezin,IRD10629
1162,Genotype1162,568.7984496,BDTanore,IRD10629
1163,Genotype1163,1437.060724,BDLalpur,IRD10629
1164,Genotype1164,2243.968023,MMPangkone,IRD10629
1165,Genotype1165,1725.652267,IRRIHNT,IRD10629
1166,Genotype1166,2458.480523,MMKyaukse,IRD10629
1167,Genotype1167,2792.870595,IRRICT,IRD10985
1168,Genotype1168,3370.671835,BDLalpur,IRD10985
1169,Genotype1169,1498.844663,BDTanore,IRD10985
1170,Genotype1170,4798.682392,IRRIHNT,IRD10985
1171,Genotype1171,5085.969948,MMYezin,IRD10985
1172,Genotype1172,2950.071076,MMKyaukse,IRD10985
1173,Genotype1173,2472.5,MMPangkone,IRD10985
1174,Genotype1174,1528.210607,IRRICT,IRD10224
1175,Genotype1175,2479.441214,MMYezin,IRD10224
1176,Genotype1176,2498.73708,BDLalpur,IRD10224
1177,Genotype1177,523.3832974,IRRIHNT,IRD10224
1178,Genotype1178,2290.837529,MMPangkone,IRD10224
1179,Genotype1179,1967.439826,MMKyaukse,IRD10224
1180,Genotype1180,633.0053667,BDTanore,IRD10224
1181,Genotype1181,1707.044021,IRRIHNT,IRD10916
1182,Genotype1182,1756.186153,IRRICT,IRD10916
1183,Genotype1183,2850.131305,MMYezin,IRD10805
1184,Genotype1184,1228.878068,IRRICT,IRD10805
1185,Genotype1185,2967.44186,MMPangkone,IRD10805
1186,Genotype1186,524.686941,BDTanore,IRD10805
1187,Genotype1187,1558.075522,IRRIHNT,IRD10805
1188,Genotype1188,1688.793605,MMKyaukse,IRD10805
1189,Genotype1189,651.8485391,BDTanore,IRD10794
1190,Genotype1190,2429.137431,IRRICT,IRD10794
1191,Genotype1191,3440.851573,MMPangkone,IRD10794
1192,Genotype1192,1992.144477,MMKyaukse,IRD10794
1193,Genotype1193,2872.330169,MMYezin,IRD10794
1194,Genotype1194,485.3886846,BDLalpur,IRD10794
1195,Genotype1195,2952.506849,IRRIHNT,IRD10794
1196,Genotype1196,2431.050787,IRRIHNT,IRD10387
1197,Genotype1197,3042.634686,IRRICT,IRD10387
1198,Genotype1198,1520.059339,IRRIHNT,IRD10896
1199,Genotype1199,1446.316614,IRRICT,IRD10896
1200,Genotype1200,1710.87528,IRRICT,IRD10575
1201,Genotype1201,1681.070932,IRRIHNT,IRD10575
1202,Genotype1202,1546.842196,IRRIHNT,IRD10938
1203,Genotype1203,1718.236873,IRRICT,IRD10938
1204,Genotype1204,1868.147637,IRRICT,IRD10380
1205,Genotype1205,3039.075635,IRRIHNT,IRD10380
1206,Genotype1206,2349.498336,MMYezin,IRD10327
1207,Genotype1207,2974.041398,MMPangkone,IRD10327
1208,Genotype1208,2503.081395,MMKyaukse,IRD10327
1209,Genotype1209,2692.194188,IRRIHNT,IRD10327
1210,Genotype1210,2545.144708,IRRICT,IRD10327
1211,Genotype1211,1807.306202,BDLalpur,IRD10327
1212,Genotype1212,905.48226,BDTanore,IRD10327
1213,Genotype1213,4582.964542,IRRIHNT,IRD10220
1214,Genotype1214,2318.168605,MMKyaukse,IRD10220
1215,Genotype1215,2733.614341,MMYezin,IRD10220
1216,Genotype1216,2997.514008,BDLalpur,IRD10220
1217,Genotype1217,3025.193798,MMPangkone,IRD10220
1218,Genotype1218,3289.873296,IRRICT,IRD10220
1219,Genotype1219,1131.961837,BDTanore,IRD10220
1220,Genotype1220,1466.979191,IRRICT,IRD10342
1221,Genotype1221,1140.466973,IRRIHNT,IRD10342
1222,Genotype1222,1447.21828,MMYezin,IRD10162
1223,Genotype1223,1503.77907,BDLalpur,IRD10162
1224,Genotype1224,1430.369866,MMPangkone,IRD10162
1225,Genotype1225,3133.899514,IRRICT,IRD10162
1226,Genotype1226,2273.048376,MMKyaukse,IRD10162
1227,Genotype1227,2576.288245,IRRIHNT,IRD10162
1228,Genotype1228,622.6222421,BDTanore,IRD10162
1229,Genotype1229,3105.896466,IRRICT,IRD10468
1230,Genotype1230,3151.966144,IRRIHNT,IRD10468
1231,Genotype1231,2945.037211,IRRIHNT,IRD10579
1232,Genotype1232,1587.147479,IRRICT,IRD10579
1233,Genotype1233,2338.855622,IRRICT,IRD10344
1234,Genotype1234,3490.695894,IRRIHNT,IRD10344
1235,Genotype1235,2737.754613,IRRICT,IRD10961
1236,Genotype1236,1804.433286,MMKyaukse,IRD10961
1237,Genotype1237,2432.170543,BDLalpur,IRD10961
1238,Genotype1238,2787.906977,MMPangkone,IRD10961
1239,Genotype1239,3561.761809,MMYezin,IRD10961
1240,Genotype1240,1232.692308,BDTanore,IRD10961
1241,Genotype1241,3521.98077,IRRIHNT,IRD10961
1242,Genotype1242,1479.733154,BDTanore,IRD10488
1243,Genotype1243,1769.555862,MMPangkone,IRD10488
1244,Genotype1244,1793.7823,BDLalpur,IRD10488
1245,Genotype1245,2503.398244,IRRIHNT,IRD10488
1246,Genotype1246,1649.031663,MMKyaukse,IRD10488
1247,Genotype1247,3034.487062,IRRICT,IRD10488
1248,Genotype1248,3077.125139,MMYezin,IRD10488
1249,Genotype1249,3105.115472,MMYezin,IRD10429
1250,Genotype1250,1895.406918,IRRICT,IRD10429
1251,Genotype1251,1962.299209,MMKyaukse,IRD10429
1252,Genotype1252,2583.69509,BDLalpur,IRD10429
1253,Genotype1253,766.2045319,BDTanore,IRD10429
1254,Genotype1254,2509.683275,IRRIHNT,IRD10429
1255,Genotype1255,2558.245518,MMPangkone,IRD10429
1256,Genotype1256,2464.118269,IRRICT,IRD10639
1257,Genotype1257,2799.496344,MMKyaukse,IRD10639
1258,Genotype1258,3624.208363,MMPangkone,IRD10639
1259,Genotype1259,2865.346245,MMYezin,IRD10639
1260,Genotype1260,683.6314848,BDTanore,IRD10639
1261,Genotype1261,1620.845979,IRRIHNT,IRD10639
1262,Genotype1262,2835.271318,BDLalpur,IRD10639
1263,Genotype1263,3900.94737,IRRICT,IRD10885
1264,Genotype1264,3552.693994,IRRIHNT,IRD10885
1265,Genotype1265,2635.339147,BDLalpur,IRD10354
1266,Genotype1266,2223.596395,MMYezin,IRD10354
1267,Genotype1267,2686.046512,MMPangkone,IRD10354
1268,Genotype1268,-692.7112934,IRRICT,IRD10354
1269,Genotype1269,2992.789044,IRRIHNT,IRD10354
1270,Genotype1270,2080.487355,MMKyaukse,IRD10354
1271,Genotype1271,334.7980024,BDTanore,IRD10354
1272,Genotype1272,1631.768938,BDLalpur,IRD10222
1273,Genotype1273,2773.112792,IRRIHNT,IRD10222
1274,Genotype1274,1831.366279,MMPangkone,IRD10222
1275,Genotype1275,776.8709004,BDTanore,IRD10222
1276,Genotype1276,1808.168605,MMKyaukse,IRD10222
1277,Genotype1277,1121.347343,MMYezin,IRD10222
1278,Genotype1278,2751.874656,IRRICT,IRD10222
1279,Genotype1279,1737.613362,IRRICT,IRD10989
1280,Genotype1280,3019.213379,IRRIHNT,IRD10989
1281,Genotype1281,3083.583994,MMYezin,IRD10318
1282,Genotype1282,1450.004845,BDLalpur,IRD10318
1283,Genotype1283,2664.182687,IRRICT,IRD10318
1284,Genotype1284,2522.541328,IRRIHNT,IRD10318
1285,Genotype1285,1935.250918,MMPangkone,IRD10318
1286,Genotype1286,302.0907871,BDTanore,IRD10318
1287,Genotype1287,2365.174419,MMKyaukse,IRD10318
1288,Genotype1288,3784.127907,MMPangkone,IRD10610
1289,Genotype1289,1519.395706,MMYezin,IRD10610
1290,Genotype1290,1064.836762,BDTanore,IRD10610
1291,Genotype1291,1086.95084,IRRIHNT,IRD10610
1292,Genotype1292,3090.492208,IRRICT,IRD10610
1293,Genotype1293,3169.408915,BDLalpur,IRD10610
1294,Genotype1294,1910.276163,MMKyaukse,IRD10610
1295,Genotype1295,4383.621852,IRRIHNT,IRD10407
1296,Genotype1296,3277.747817,IRRICT,IRD10407
1297,Genotype1297,1867.026446,IRRICT,IRD10856
1298,Genotype1298,358.3407871,BDTanore,IRD10856
1299,Genotype1299,1837.045472,IRRIHNT,IRD10856
1300,Genotype1300,3165.910107,MMYezin,IRD10856
1301,Genotype1301,2006.25,MMPangkone,IRD10856
1302,Genotype1302,2317.764858,BDLalpur,IRD10856
1303,Genotype1303,2149.308258,MMKyaukse,IRD10856
1304,Genotype1304,2716.990015,MMYezin,IRD10337
1305,Genotype1305,3362.325485,IRRICT,IRD10337
1306,Genotype1306,2777.375793,MMKyaukse,IRD10337
1307,Genotype1307,481.7866726,BDTanore,IRD10337
1308,Genotype1308,2380.68314,MMPangkone,IRD10337
1309,Genotype1309,2916.031504,IRRIHNT,IRD10337
1310,Genotype1310,1119.94186,BDLalpur,IRD10337
1311,Genotype1311,3003.743574,IRRIHNT,IRD10917
1312,Genotype1312,2476.622365,IRRICT,IRD10917
1313,Genotype1313,5265.847105,IRRICT,IRD10200
1314,Genotype1314,5023.849848,MMYezin,IRD10200
1315,Genotype1315,432.5730471,BDTanore,IRD10200
1316,Genotype1316,4798.157858,IRRIHNT,IRD10200
1317,Genotype1317,1607.139858,BDLalpur,IRD10200
1318,Genotype1318,3056.598837,MMPangkone,IRD10200
1319,Genotype1319,1895.247674,MMKyaukse,IRD10200
1320,Genotype1320,2476.951983,IRRIHNT,IRD10812
1321,Genotype1321,2506.666442,IRRICT,IRD10812
1322,Genotype1322,1938.014494,IRRIHNT,IRD10817
1323,Genotype1323,1774.715977,IRRICT,IRD10817
1324,Genotype1324,3147.351092,MMPangkone,IRD10531
1325,Genotype1325,1027.877162,BDTanore,IRD10531
1326,Genotype1326,2650.052767,BDLalpur,IRD10531
1327,Genotype1327,2312.547934,IRRICT,IRD10531
1328,Genotype1328,2601.94183,MMKyaukse,IRD10531
1329,Genotype1329,3731.595537,MMYezin,IRD10531
1330,Genotype1330,2374.923667,IRRIHNT,IRD10531
1331,Genotype1331,522.3352713,BDTanore,IRD10965
1332,Genotype1332,3347.170543,BDLalpur,IRD10965
1333,Genotype1333,2055.610465,MMPangkone,IRD10965
1334,Genotype1334,2252.710321,IRRIHNT,IRD10965
1335,Genotype1335,2672.142725,IRRICT,IRD10965
1336,Genotype1336,2786.282122,MMKyaukse,IRD10965
1337,Genotype1337,3822.211514,MMYezin,IRD10965
1338,Genotype1338,2624.04485,MMPangkone,IRD10485
1339,Genotype1339,771.3923673,BDTanore,IRD10485
1340,Genotype1340,1751.619737,IRRICT,IRD10485
1341,Genotype1341,2486.925065,BDLalpur,IRD10485
1342,Genotype1342,3157.689217,MMYezin,IRD10485
1343,Genotype1343,1340.842974,IRRIHNT,IRD10485
1344,Genotype1344,4609.088127,MMKyaukse,IRD10485
1345,Genotype1345,1163.496501,IRRICT,IRD10999
1346,Genotype1346,1650.637444,IRRIHNT,IRD10999
1347,Genotype1347,1818.754703,IRRIHNT,IRD10462
1348,Genotype1348,2605.360142,BDLalpur,IRD10462
1349,Genotype1349,1658.676208,BDTanore,IRD10462
1350,Genotype1350,2375.406383,MMKyaukse,IRD10462
1351,Genotype1351,2666.521024,MMPangkone,IRD10462
1352,Genotype1352,2870.87771,MMYezin,IRD10462
1353,Genotype1353,1776.730706,IRRICT,IRD10462
1354,Genotype1354,364.439081,IRRICT,IRD10940
1355,Genotype1355,1805.26297,IRRIHNT,IRD10940
1356,Genotype1356,1979.252576,MMKyaukse,IRD10390
1357,Genotype1357,2686.405031,MMYezin,IRD10390
1358,Genotype1358,2393.955861,MMPangkone,IRD10390
1359,Genotype1359,1066.961091,BDTanore,IRD10390
1360,Genotype1360,991.897647,IRRICT,IRD10390
1361,Genotype1361,2671.85498,IRRIHNT,IRD10390
1362,Genotype1362,1564.147287,BDLalpur,IRD10390
1363,Genotype1363,877.4522958,BDTanore,IRD10262
1364,Genotype1364,2440.730852,MMYezin,IRD10262
1365,Genotype1365,3212.746627,IRRIHNT,IRD10262
1366,Genotype1366,3005.112126,MMPangkone,IRD10262
1367,Genotype1367,2987.318754,IRRICT,IRD10262
1368,Genotype1368,2837.638663,MMKyaukse,IRD10262
1369,Genotype1369,2119.208656,BDLalpur,IRD10262
1370,Genotype1370,2855.377365,IRRICT,IRD10288
1371,Genotype1371,3802.071421,IRRIHNT,IRD10288
1372,Genotype1372,2259.657623,BDLalpur,IRD10288
1373,Genotype1373,2030.68314,MMPangkone,IRD10288
1374,Genotype1374,724.6086762,BDTanore,IRD10288
1375,Genotype1375,2539.560162,MMYezin,IRD10288
1376,Genotype1376,2377.740407,MMKyaukse,IRD10288
1377,Genotype1377,1937.311047,MMKyaukse,IRD10850
1378,Genotype1378,2853.670058,MMPangkone,IRD10850
1379,Genotype1379,3321.921835,BDLalpur,IRD10850
1380,Genotype1380,3171.721226,IRRICT,IRD10850
1381,Genotype1381,3527.580053,IRRIHNT,IRD10850
1382,Genotype1382,6346.304664,MMYezin,IRD10850
1383,Genotype1383,816.83065,BDTanore,IRD10850
1384,Genotype1384,2784.969083,IRRICT,IRD10870
1385,Genotype1385,3576.426335,MMYezin,IRD10870
1386,Genotype1386,3081.08982,MMKyaukse,IRD10870
1387,Genotype1387,2810.166871,BDLalpur,IRD10870
1388,Genotype1388,1956.648778,BDTanore,IRD10870
1389,Genotype1389,3069.761631,IRRIHNT,IRD10870
1390,Genotype1390,1937.465543,MMPangkone,IRD10870
1391,Genotype1391,2932.61226,IRRICT,IRD10722
1392,Genotype1392,4357.984826,IRRIHNT,IRD10722
1393,Genotype1393,3262.94926,MMPangkone,IRD10630
1394,Genotype1394,2371.086724,IRRICT,IRD10630
1395,Genotype1395,1815.63059,BDTanore,IRD10630
1396,Genotype1396,2135.965587,MMYezin,IRD10630
1397,Genotype1397,3286.745849,IRRIHNT,IRD10630
1398,Genotype1398,2911.766796,BDLalpur,IRD10630
1399,Genotype1399,2067.042812,MMKyaukse,IRD10630
1400,Genotype1400,1621.029212,IRRICT,IRD10603
1401,Genotype1401,2276.85971,IRRIHNT,IRD10603
1402,Genotype1402,2875.412559,IRRICT,IRD10801
1403,Genotype1403,1707.173479,MMYezin,IRD10801
1404,Genotype1404,2216.252142,BDLalpur,IRD10801
1405,Genotype1405,2456.956798,IRRIHNT,IRD10801
1406,Genotype1406,499.929189,BDTanore,IRD10801
1407,Genotype1407,3441.922172,MMKyaukse,IRD10801
1408,Genotype1408,3708.938953,MMPangkone,IRD10801
1409,Genotype1409,641.7306422,MMYezin,IRD10590
1410,Genotype1410,2303.867894,MMKyaukse,IRD10590
1411,Genotype1411,789.8549895,IRRICT,IRD10590
1412,Genotype1412,627.8175313,BDTanore,IRD10590
1413,Genotype1413,1266.91699,BDLalpur,IRD10590
1414,Genotype1414,2448.922132,MMPangkone,IRD10590
1415,Genotype1415,1131.377483,IRRIHNT,IRD10590
1416,Genotype1416,3113.182688,IRRICT,IRD10818
1417,Genotype1417,2708.322547,IRRIHNT,IRD10818
1418,Genotype1418,3011.627907,MMPangkone,IRD10752
1419,Genotype1419,1616.756019,IRRIHNT,IRD10752
1420,Genotype1420,1992.428763,MMYezin,IRD10752
1421,Genotype1421,2652.858527,BDLalpur,IRD10752
1422,Genotype1422,2036.319411,MMKyaukse,IRD10752
1423,Genotype1423,738.1037567,BDTanore,IRD10752
1424,Genotype1424,3016.665336,IRRICT,IRD10752
1425,Genotype1425,2025.12282,IRRICT,IRD10548
1426,Genotype1426,3010.004542,IRRIHNT,IRD10548
1427,Genotype1427,4829.287791,MMKyaukse,IRD10596
1428,Genotype1428,823.2334526,BDTanore,IRD10596
1429,Genotype1429,1926.770593,IRRIHNT,IRD10596
1430,Genotype1430,1916.947674,MMPangkone,IRD10596
1431,Genotype1431,1274.03666,MMYezin,IRD10596
1432,Genotype1432,2127.007391,IRRICT,IRD10596
1433,Genotype1433,2093.346253,BDLalpur,IRD10596
1434,Genotype1434,4587.683542,IRRIHNT,IRD10287
1435,Genotype1435,3634.482974,IRRICT,IRD10287
1436,Genotype1436,2627.143515,IRRICT,IRD10638
1437,Genotype1437,2383.221792,IRRIHNT,IRD10638
1438,Genotype1438,633.8178295,BDTanore,IRD10816
1439,Genotype1439,2834.964683,MMPangkone,IRD10816
1440,Genotype1440,3694.701453,MMKyaukse,IRD10816
1441,Genotype1441,3670.696367,IRRIHNT,IRD10816
1442,Genotype1442,2712.056434,IRRICT,IRD10816
1443,Genotype1443,4138.046256,MMYezin,IRD10816
1444,Genotype1444,2505.825786,BDLalpur,IRD10816
1445,Genotype1445,404.1815742,BDTanore,IRD10605
1446,Genotype1446,3107.403101,MMKyaukse,IRD10605
1447,Genotype1447,3860.076649,IRRIHNT,IRD10605
1448,Genotype1448,3939.492227,MMYezin,IRD10605
1449,Genotype1449,3202.54522,MMPangkone,IRD10605
1450,Genotype1450,2180.920718,IRRICT,IRD10605
1451,Genotype1451,1595.998062,BDLalpur,IRD10605
1452,Genotype1452,2657.084694,MMYezin,IRD10594
1453,Genotype1453,1122.160107,BDTanore,IRD10594
1454,Genotype1454,2780.843023,MMPangkone,IRD10594
1455,Genotype1455,1247.173497,IRRICT,IRD10594
1456,Genotype1456,2712.485465,MMKyaukse,IRD10594
1457,Genotype1457,2731.633383,IRRIHNT,IRD10594
1458,Genotype1458,3236.445941,BDLalpur,IRD10594
1459,Genotype1459,3374.731453,IRRIHNT,IRD10907
1460,Genotype1460,1835.600497,IRRICT,IRD10907
1461,Genotype1461,1077.713178,BDTanore,IRD10187
1462,Genotype1462,5150.337492,IRRICT,IRD10187
1463,Genotype1463,3602.639803,MMYezin,IRD10187
1464,Genotype1464,2727.417381,MMPangkone,IRD10187
1465,Genotype1465,2237.708433,MMKyaukse,IRD10187
1466,Genotype1466,2471.30814,BDLalpur,IRD10187
1467,Genotype1467,3382.844128,IRRIHNT,IRD10187
1468,Genotype1468,2598.79199,BDLalpur,IRD10392
1469,Genotype1469,5724.200191,IRRIHNT,IRD10392
1470,Genotype1470,2933.527787,IRRICT,IRD10392
1471,Genotype1471,3837.128553,MMPangkone,IRD10392
1472,Genotype1472,491.83065,BDTanore,IRD10392
1473,Genotype1473,4118.048534,MMYezin,IRD10392
1474,Genotype1474,2013.209302,MMKyaukse,IRD10392
1475,Genotype1475,2164.816305,IRRICT,IRD10182
1476,Genotype1476,2330.439553,IRRIHNT,IRD10182
1477,Genotype1477,733.1682248,IRRICT,IRD10888
1478,Genotype1478,2255.895982,IRRIHNT,IRD10888
1479,Genotype1479,2769.752907,MMPangkone,IRD10411
1480,Genotype1480,711.1359571,BDTanore,IRD10411
1481,Genotype1481,2932.277132,MMYezin,IRD10411
1482,Genotype1482,2989.708611,IRRIHNT,IRD10411
1483,Genotype1483,2162.060724,BDLalpur,IRD10411
1484,Genotype1484,3555.038519,IRRICT,IRD10411
1485,Genotype1485,2891.198401,MMKyaukse,IRD10411
1486,Genotype1486,3955.05814,MMPangkone,IRD10748
1487,Genotype1487,730.9630292,BDTanore,IRD10748
1488,Genotype1488,3497.264799,MMKyaukse,IRD10748
1489,Genotype1489,3912.430748,IRRICT,IRD10748
1490,Genotype1490,840.1474911,BDLalpur,IRD10748
1491,Genotype1491,4086.577151,IRRIHNT,IRD10748
1492,Genotype1492,2060.297158,MMYezin,IRD10748
1493,Genotype1493,3118.556202,BDLalpur,IRD10363
1494,Genotype1494,2468.22698,MMPangkone,IRD10363
1495,Genotype1495,4797.774033,MMYezin,IRD10363
1496,Genotype1496,3050.640821,IRRIHNT,IRD10363
1497,Genotype1497,2177.695494,MMKyaukse,IRD10363
1498,Genotype1498,5263.85607,IRRICT,IRD10363
1499,Genotype1499,489.0168456,BDTanore,IRD10363
1500,Genotype1500,2775.58494,IRRICT,IRD10403
1501,Genotype1501,2480.696483,IRRIHNT,IRD10403
1502,Genotype1502,3383.956718,BDLalpur,IRD10755
1503,Genotype1503,3224.036108,MMPangkone,IRD10755
1504,Genotype1504,704.9604949,BDTanore,IRD10755
1505,Genotype1505,3118.054748,MMYezin,IRD10755
1506,Genotype1506,1976.842763,MMKyaukse,IRD10755
1507,Genotype1507,1061.425007,IRRIHNT,IRD10755
1508,Genotype1508,3851.041882,IRRICT,IRD10755
1509,Genotype1509,2286.409884,MMYezin,IRD10966
1510,Genotype1510,3172.703488,MMPangkone,IRD10966
1511,Genotype1511,2088.443152,BDLalpur,IRD10966
1512,Genotype1512,1297.938742,IRRIHNT,IRD10966
1513,Genotype1513,515.9809183,BDTanore,IRD10966
1514,Genotype1514,1671.316347,IRRICT,IRD10966
1515,Genotype1515,2048.755501,MMKyaukse,IRD10966
1516,Genotype1516,3767.267442,MMPangkone,IRD10467
1517,Genotype1517,3414.637435,MMYezin,IRD10467
1518,Genotype1518,2168.74317,IRRICT,IRD10467
1519,Genotype1519,2741.90407,MMKyaukse,IRD10467
1520,Genotype1520,842.5313059,BDTanore,IRD10467
1521,Genotype1521,2273.490165,IRRIHNT,IRD10467
